data_no,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,country,admin1,admin2,location,latitude,longitude,source,notes,fatalities,timestamp
1267,4-Feb-21,2021,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico); Indigenous Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Sintesis,"On 4 February 2021, in Ciudad de Mexico - Cuauhtemoc, members of the Union of Indigenous Artisans and non-salaried workers started a sit-in to demand the allocation of federal resources to indigenous communities to face the economic consequences of the coronavirus pandemic. [size=no report]",0,1612814521
1307,4-Feb-21,2021,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Iztacalco,Ciudad de Mexico - Iztacalco,19.3959,-99.0976,La Silla Rota,"On 4 February 2021, in Ciudad de Mexico - Iztacalco, a group of hooded men took over the facilities of the Campus 3 of the Colegio de Bachilleres as part of a demonstration. They blocked the main entrance with a barricade made of chairs and tables, in addition the rest of the entrances were also closed as part of an alleged protest. [size=no report]",0,1612814520
1309,4-Feb-21,2021,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Siglo de Durango; Sintesis,"On 4 February 2021, in Ciudad de Mexico - Cuauhtemoc, relatives of missing people protested outside the Interior Ministry (Segob) with a coffin in which, according to protesters, rested the remains of a man who was found in a clandestine grave in July 2019 in Guerrero. The protesters demanded justice and tried to enter the facilities. [size=no report]",0,1612814519
1311,4-Feb-21,2021,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,24 Horas (Mexico); La Jornada; Sintesis,"On 4 February 2021, in Ciudad de Mexico - Cuauhtemoc, around 800 workers of the restaurant sector such as waiters, cooks, dishwashers, hostess assistants, as well as managers held a pot-banging protest around Monumento a la Revolucion to demand the reopening of their business and an extension of the restaurant's opening hours despite coronavirus measures. [size=around 800]",0,1612814519
1329,3-Feb-21,2021,Protests,Peaceful protest,Protesters (Mexico),Mixtec Indigenous Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Sintesis,"On 3 February 2021, in Ciudad de Mexico - Cuauhtemoc, Mixtec residents of Tierra Blanca blocked Eje Central and Juarez avenue in front of the Palace of Fine Arts to demand the deployment of the National Guard in the area amid constant attacks targeting the Triqui community. The protesters argued that they have been attacked by a paramilitary group, allegedly members of the MULT Organization. [size=no report]",0,1612814521
1331,3-Feb-21,2021,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico); Indigenous Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Sintesis,"On 3 February 2021, in Ciudad de Mexico - Cuauhtemoc, artisans of the Indigenous Association A.C protested to demand the opportunity to sell their merchandise in stores and shopping malls. The protesters argued that their sales were affected by coronavirus sanitary restrictions. [size=no report]",0,1612814521
1332,3-Feb-21,2021,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Sintesis,"On 3 February 2021, in Ciudad de Mexico - Cuauhtemoc, jewelers in the Historic Center installed themselves with tables on the Madero pedestrian crossing as part of a protest against coronavirus measures. [size=no report]",0,1612814521
1365,3-Feb-21,2021,Protests,Peaceful protest,Protesters (Mexico),Students (Mexico); Health Workers (Mexico),Mexico,Distrito Federal,Alvaro Obregon,Ciudad de Mexico - Alvaro Obregon,19.3908,-99.1954,El Norte,"On 3 February 2021, in Ciudad de Mexico - Alvaro Obregon, students and doctors of different entities and institutions protested outside the offices of the Institute of Health for Wellbeing (Insabi) to demand job improvements, vaccines against the coronavirus, supplies and greater safety guarantees when working in state locations. The protesters also demanded justice for the killing of their colleague in Chiapas on 28 January. [size=no report]",0,1612814520
1370,3-Feb-21,2021,Protests,Peaceful protest,Protesters (Mexico),MORENA: National Regeneration Movement,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Norte; Milenio; La Silla Rota,"On 3 February 2021, Ciudad de Mexico - Cuauhtemoc, around 180 members of the Morena party protested in front of the party's national headquarters against an alliance with the Green Party and the Labor Party in the state of Veracruz ahead of the June elections. [size=around 180]",0,1612814519
1425,2-Feb-21,2021,Protests,Peaceful protest,Protesters (Mexico),Students (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Norte; Milenio,"On 2 February 2021, in Ciudad de Mexico - Cuauhtemoc, approximately 30 students of Nursing and Obstetrics at the National Polytechnic Institute (IPN) blocked the road of Circuito Interior around Manuel Carpio to protest against the re-election of the director of the campus. [size=approximately 30]",0,1612814519
1527,31-Jan-21,2021,Riots,Mob violence,Rioters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,24 Horas (Mexico); Entorno Informativo,"Around 31 January 2021 (as reported), in Ciudad de Mexico - Cuauhtemoc, a group of street vendors attacked police officers and personnel of the Undersecretary of Mayoral Programs and Public Street Reorganization who were carrying out an operation to remove street vendors from the historic center. The rioters threw rocks and sticks at the police and one person reportedly fired several shots. An armed person was arrested and five police officers and three civilians were injured. [size=no report]",0,1612814519
1618,29-Jan-21,2021,Riots,Violent demonstration,Rioters (Mexico),Women (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Noroeste; Diario Contra Poder en Chiapas,"On 29 January 2021, in Ciudad de Mexico - Cuauhtemoc, hooded women dressed in black demonstrated outside the headquarters of MORENA in Colonia Roma against the nomination of the candidate for governor of Guerrero, who is under investigation in two cases of rape. The demonstrators threw smoke bombs, paint and stones. [size=no report]",0,1612548680
1619,29-Jan-21,2021,Protests,Peaceful protest,Protesters (Mexico),Health Workers (Mexico),Mexico,Distrito Federal,Venustiano Carranza,Ciudad de Mexico - Venustiano Carranza,19.4193,-99.1137,Milenio,"On 29 January 2021, in Ciudad de Mexico - Venustiano Carranza, a group of nurses from the General Hospital of Balbuena demonstrated against the lack of staff, supplies and medicines to deal with the coronavirus. The demonstrators asked for support and to be able to have a break. [size=no report]",0,1612548680
1630,29-Jan-21,2021,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 29 January 2021, in Ciudad de Mexico - Cuauhtemoc, more than 100 cyclists blocked a road in Colonia Roma to demand justice for the death of cyclists in traffic accidents. [size=more than 100]",0,1612548680
1637,29-Jan-21,2021,Protests,Peaceful protest,Protesters (Mexico),MORENA: National Regeneration Movement,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Noroeste,"On 29 January 2021, in Ciudad de Mexico - Cuauhtemoc, MORENA militants took over the party's headquarters located in Colonia Roma to demand the resignation of the national leader due to an alleged imposition of pre-candidates for the elections. [size=no report]",0,1612548680
1657,29-Jan-21,2021,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,La Silla Rota,"On 29 January 2021, in Ciudad de Mexico - Cuauhtemoc, relatives of prisoners marched to demand the courts' reopening to allow the trials of their relatives to take place. Due to the coronavirus, the activity of the courts was suspended on 7 December. [size=no report]",0,1612548681
1715,28-Jan-21,2021,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Coyoacan,Ciudad de Mexico - Coyoacan,19.3502,-99.1621,Milenio,"On 28 January 2021, in Ciudad de Mexico - Coyoacan, around 30 workers in different unit of the Coyoacan mayor's office demonstrated to demand the January salary payment and to put an end to delays in payments. [size=around 30]",0,1612548681
1750,28-Jan-21,2021,Strategic developments,Looting/property destruction,Police Forces of Mexico (2018-),Police Forces of Mexico (2018-) Ministerial Federal Police; Military Forces of Mexico (2018-),Mexico,Distrito Federal,Gustavo A. Madero,Ciudad de Mexico - Gustavo A. Madero,19.4829,-99.1135,Tiempo,"On 28 January 2021, in Ciudad de Mexico - Gustavo A. Madero, police officers of the Citizen Security Department, members of the Attorney General's Office and members of the army located a drug laboratory in Colonia Gertrudis Sanchez Tercera Seccion. Three men were arrested and drugs, chemical precursors and a weapon were seized.",0,1612548681
1759,28-Jan-21,2021,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio; Sintesis,"On 28 January 2021, in Ciudad de Mexico - Cuauhtemoc, between 100 and 300 workers of the nightlife sector, bars and clubs demonstrated to demand the reopening of these establishments. The leisure industry has been shut down as part of coronavirus measures. [size=between 100 and 300]",0,1612548681
1760,28-Jan-21,2021,Battles,Armed clash,Unidentified Gang (Mexico),,Mexico,Distrito Federal,Miguel Hidalgo,Ciudad de Mexico - Miguel Hidalgo,19.4073,-99.1908,Milenio; El Blog del Narco,"On 28 January 2021, in Ciudad de Mexico - Miguel Hidalgo, a man was killed by two armed individuals on a motorcycle in a drive-by incident in Colonia 5 de Mayo. The victim was an alleged member of the National Guard. 1 fatality.",1,1612548681
1795,27-Jan-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Iztapalapa,Ciudad de Mexico - Iztapalapa,19.359,-99.0926,Milenio,"On 27 January 2021, in Ciudad de Mexico - Iztapalapa, a man was shot dead in Colonia Banjidal by an armed man who fled in a car with his accomplice. Two men were arrested as suspected perpetrators. 1 fatality.",1,1612548681
1796,27-Jan-21,2021,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 27 January 2021, in Ciudad de Mexico - Cuauhtemoc, around 35 members of the Entertainment, Sports and Food Industry Cluster symbolically closed the Cuauthemoc subway station to protest against the closure of businesses as a coronavirus preventive measure. [size=around 35]",0,1612548681
1797,27-Jan-21,2021,Protests,Peaceful protest,Protesters (Mexico),Police Forces of Mexico (2018-); Labour Group (Mexico); Former Police Forces of Mexico (2018-),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 27 January 2021, in Ciudad de Mexico - Cuauhtemoc, police officers and former police officers dressed as civilians demonstrated along with firefighters and blocked a road in the Tabacalera neighborhood to demand the payment of benefits. [size=no report]",0,1612548681
1799,27-Jan-21,2021,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 27 January 2021, in Ciudad de Mexico - Cuauhtemoc, a group of mothers of missing people demonstrated in front of the Attorney General's Office in Colonia Doctores to demand their relatives to be found. [size=no report]",0,1612548681
1871,26-Jan-21,2021,Riots,Mob violence,Rioters (Mexico),Vigilante Group (Mexico),Mexico,Distrito Federal,Tlahuac,Ciudad de Mexico - Tlahuac,19.2706,-99.0048,El Universal (Mexico),"On 26 January 2021, in Ciudad de Mexico - Tlahuac, a woman who had allegedly committed a robbery was about to be lynched by a group of people who tied her to a pole in Colonia Zapotitlan. The police released the woman. [size=no report]",0,1612814520
1887,26-Jan-21,2021,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 26 January 2021, in Ciudad de Mexico - Cuauhtemoc, employees affiliated with the Single Union of Workers of the Mexican State News Agency (Notimex) protested in front of the offices in Colonia Roma to demand respect for their labour rights. [size=no report]",0,1612548681
1888,26-Jan-21,2021,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Miguel Hidalgo,Ciudad de Mexico - Miguel Hidalgo,19.4073,-99.1908,Milenio,"On 26 January 2021, in Ciudad de Mexico - Miguel Hidalgo, workers of the Doctor Ruben Lenero Hospital of the Secretariat of Health of Mexico City protested in front of the facilities to demand the second dose of the Pfizer coronavirus vaccine. [size=no report]",0,1612548681
1892,26-Jan-21,2021,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 26 January 2021, in Ciudad de Mexico - Cuauhtemoc, approximately 70 people gathered in Paseo de la Reforma and held a rally to demand the government justice in the Ayotzinapa forced disappearance case. [size=approximately 70]",0,1612548681
1963,25-Jan-21,2021,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 25 January 2021, in Ciudad de Mexico - Cuauhtemoc, around 40 temporary workers of the Guerrero State Health Secretariat protested in front of the National Palace to demand their labor rights to be respected and a fair wage increase. [size=around 40]",0,1612548681
1964,25-Jan-21,2021,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 25 January 2021, in Ciudad de Mexico - Cuauhtemoc, relatives and friends of inmates of different prisons in Mexico City protested to demand an inspection of jails in the capital since they have been unable to visit their relatives and know about the detention conditions. The protest was held outside the building of the Under secretariat of the Penitentiary System. [size=no report]",0,1612548681
